reference,year,month,day,survey_score
U73008163,2023,3,6,
U73008163,2023,3,7,2.0
U73008163,2023,3,8,
U73008163,2023,3,9,
U73008163,2023,3,10,
U73008163,2023,3,11,
U73008163,2023,3,12,
U73008163,2023,3,13,
U73008163,2023,3,14,
U73008163,2023,3,15,
U73008163,2023,3,16,
U73008163,2023,3,17,
U73008163,2023,3,18,
U73008163,2023,3,19,
U73008163,2023,3,20,
U73008163,2023,3,21,
U73008163,2023,3,22,
U73008163,2023,3,23,
U73008163,2023,3,24,
U73008163,2023,3,25,
U73008163,2023,3,26,
U73008163,2023,3,27,
U73008163,2023,3,28,
U73008163,2023,3,29,
U73008163,2023,3,30,
U73008163,2023,3,31,
U732940,2023,1,1,
U732940,2023,1,2,
U732940,2023,1,3,
U732940,2023,1,4,
U732940,2023,1,5,
U732940,2023,1,6,
U732940,2023,1,7,
U732940,2023,1,8,
U732940,2023,1,9,
U732940,2023,1,10,
U732940,2023,1,11,
U732940,2023,1,12,
U732940,2023,1,13,
U732940,2023,1,14,
U732940,2023,1,15,
U732940,2023,1,16,
U732940,2023,1,17,
U732940,2023,1,18,
U732940,2023,1,19,
U732940,2023,1,20,
U732940,2023,1,21,
U732940,2023,1,22,
U732940,2023,1,23,
U732940,2023,1,24,
U732940,2023,1,25,
U732940,2023,1,26,
U732940,2023,1,27,5.0
U732940,2023,1,28,
U732940,2023,1,29,
U732940,2023,1,30,
U732940,2023,1,31,
U732940,2023,2,1,
U732940,2023,2,2,
U732940,2023,2,3,
U732940,2023,2,4,
U732940,2023,2,5,
U732940,2023,2,6,
U732940,2023,2,7,
U732940,2023,2,8,
U732940,2023,2,9,
U732940,2023,2,10,
U732940,2023,2,11,
U732940,2023,2,12,
U732940,2023,2,13,
U732940,2023,2,14,
U732940,2023,2,15,
U732940,2023,2,16,
U732940,2023,2,17,
U732940,2023,2,18,
U732940,2023,2,19,
U732940,2023,2,20,
U732940,2023,2,21,5.0
U732940,2023,2,22,
U732940,2023,2,23,
U732940,2023,2,24,
U732940,2023,2,25,
U732940,2023,2,26,
U732940,2023,2,27,
U732940,2023,2,28,
U732940,2023,3,1,
U732940,2023,3,2,
U732940,2023,3,3,
U732940,2023,3,4,
U732940,2023,3,5,
U732940,2023,3,6,
U732940,2023,3,7,
U732940,2023,3,8,
U732940,2023,3,9,
U732940,2023,3,10,
U732940,2023,3,11,
U732940,2023,3,12,
U732940,2023,3,13,
U732940,2023,3,14,
U732940,2023,3,15,
U732940,2023,3,16,
U732940,2023,3,17,
U732940,2023,3,18,
U732940,2023,3,19,5.0
U732940,2023,3,20,
U732940,2023,3,21,
U732940,2023,3,22,
U732940,2023,3,23,
U732940,2023,3,24,
U732940,2023,3,25,
U732940,2023,3,26,
U732940,2023,3,27,
U732940,2023,3,28,
U732940,2023,3,29,3.5
U732940,2023,3,30,
U732940,2023,3,31,
93 sowgate walk,2023,1,1,
93 sowgate walk,2023,1,2,
93 sowgate walk,2023,1,3,
93 sowgate walk,2023,1,4,
93 sowgate walk,2023,1,5,
93 sowgate walk,2023,1,6,
93 sowgate walk,2023,1,7,
93 sowgate walk,2023,1,8,
93 sowgate walk,2023,1,9,
93 sowgate walk,2023,1,10,
93 sowgate walk,2023,1,11,
93 sowgate walk,2023,1,12,
93 sowgate walk,2023,1,13,
93 sowgate walk,2023,1,14,
93 sowgate walk,2023,1,15,
93 sowgate walk,2023,1,16,
93 sowgate walk,2023,1,17,
93 sowgate walk,2023,1,18,
93 sowgate walk,2023,1,19,
93 sowgate walk,2023,1,20,
93 sowgate walk,2023,1,21,
93 sowgate walk,2023,1,22,
93 sowgate walk,2023,1,23,
93 sowgate walk,2023,1,24,
93 sowgate walk,2023,1,25,
93 sowgate walk,2023,1,26,
93 sowgate walk,2023,1,27,
93 sowgate walk,2023,1,28,
93 sowgate walk,2023,1,29,
93 sowgate walk,2023,1,30,
93 sowgate walk,2023,1,31,
93 sowgate walk,2023,2,1,
93 sowgate walk,2023,2,2,
93 sowgate walk,2023,2,3,
93 sowgate walk,2023,2,4,
93 sowgate walk,2023,2,5,
93 sowgate walk,2023,2,6,
93 sowgate walk,2023,2,7,
93 sowgate walk,2023,2,8,
93 sowgate walk,2023,2,9,
93 sowgate walk,2023,2,10,
93 sowgate walk,2023,2,11,2.0
93 sowgate walk,2023,2,12,
93 sowgate walk,2023,2,13,
93 sowgate walk,2023,2,14,
93 sowgate walk,2023,2,15,
93 sowgate walk,2023,2,16,
93 sowgate walk,2023,2,17,
93 sowgate walk,2023,2,18,
93 sowgate walk,2023,2,19,
93 sowgate walk,2023,2,20,
93 sowgate walk,2023,2,21,
93 sowgate walk,2023,2,22,
93 sowgate walk,2023,2,23,
93 sowgate walk,2023,2,24,
93 sowgate walk,2023,2,25,
93 sowgate walk,2023,2,26,
93 sowgate walk,2023,2,27,
93 sowgate walk,2023,2,28,
93 sowgate walk,2023,3,1,
93 sowgate walk,2023,3,2,
93 sowgate walk,2023,3,3,2.5
93 sowgate walk,2023,3,4,
93 sowgate walk,2023,3,5,
93 sowgate walk,2023,3,6,
93 sowgate walk,2023,3,7,
93 sowgate walk,2023,3,8,
93 sowgate walk,2023,3,9,
93 sowgate walk,2023,3,10,1.0
93 sowgate walk,2023,3,11,
93 sowgate walk,2023,3,12,
93 sowgate walk,2023,3,13,
93 sowgate walk,2023,3,14,
93 sowgate walk,2023,3,15,
93 sowgate walk,2023,3,16,
93 sowgate walk,2023,3,17,
93 sowgate walk,2023,3,18,
93 sowgate walk,2023,3,19,
93 sowgate walk,2023,3,20,
93 sowgate walk,2023,3,21,
93 sowgate walk,2023,3,22,
93 sowgate walk,2023,3,23,
93 sowgate walk,2023,3,24,
93 sowgate walk,2023,3,25,
93 sowgate walk,2023,3,26,
93 sowgate walk,2023,3,27,
93 sowgate walk,2023,3,28,
93 sowgate walk,2023,3,29,
93 sowgate walk,2023,3,30,
93 sowgate walk,2023,3,31,
U011764205,2023,1,1,
U011764205,2023,1,2,
U011764205,2023,1,3,
U011764205,2023,1,4,
U011764205,2023,1,5,
U011764205,2023,1,6,
U011764205,2023,1,7,
U011764205,2023,1,8,
U011764205,2023,1,9,
U011764205,2023,1,10,
U011764205,2023,1,11,
U011764205,2023,1,12,
U011764205,2023,1,13,
U011764205,2023,1,14,
U011764205,2023,1,15,
U011764205,2023,1,16,
U011764205,2023,1,17,
U011764205,2023,1,18,
U011764205,2023,1,19,
U011764205,2023,1,20,
U011764205,2023,1,21,
U011764205,2023,1,22,
U011764205,2023,1,23,
U011764205,2023,1,24,
U011764205,2023,1,25,
U011764205,2023,1,26,
U011764205,2023,1,27,
U011764205,2023,1,28,
U011764205,2023,1,29,
U011764205,2023,1,30,
U011764205,2023,1,31,
U011764205,2023,2,1,
U011764205,2023,2,2,
U011764205,2023,2,3,
U011764205,2023,2,4,
U011764205,2023,2,5,
U011764205,2023,2,6,
U011764205,2023,2,7,
U011764205,2023,2,8,
U011764205,2023,2,9,
U011764205,2023,2,10,
U011764205,2023,2,11,
U011764205,2023,2,12,
U011764205,2023,2,13,
U011764205,2023,2,14,
U011764205,2023,2,15,
U011764205,2023,2,16,
U011764205,2023,2,17,
U011764205,2023,2,18,
U011764205,2023,2,19,
U011764205,2023,2,20,
U011764205,2023,2,21,
U011764205,2023,2,22,
U011764205,2023,2,23,
U011764205,2023,2,24,
U011764205,2023,2,25,
U011764205,2023,2,26,
U011764205,2023,2,27,
U011764205,2023,2,28,
U011764205,2023,3,1,
U011764205,2023,3,2,
U011764205,2023,3,3,
U011764205,2023,3,4,
U011764205,2023,3,5,
U011764205,2023,3,6,
U011764205,2023,3,7,
U011764205,2023,3,8,
U011764205,2023,3,9,
U011764205,2023,3,10,
U011764205,2023,3,11,
U011764205,2023,3,12,
U011764205,2023,3,13,
U011764205,2023,3,14,
U011764205,2023,3,15,
U011764205,2023,3,16,
U011764205,2023,3,17,
U011764205,2023,3,18,
U011764205,2023,3,19,
U011764205,2023,3,20,
U011764205,2023,3,21,
U011764205,2023,3,22,
U011764205,2023,3,23,
U011764205,2023,3,24,
U011764205,2023,3,25,
U011764205,2023,3,26,
U011764205,2023,3,27,
U011764205,2023,3,28,
U011764205,2023,3,29,
U011764205,2023,3,30,
U011764205,2023,3,31,
U564187982,2023,1,1,
U564187982,2023,1,2,
U564187982,2023,1,3,
U564187982,2023,1,4,
U564187982,2023,1,5,
U564187982,2023,1,6,
U564187982,2023,1,7,
U564187982,2023,1,8,
U564187982,2023,1,9,
U564187982,2023,1,10,
U564187982,2023,1,11,
U564187982,2023,1,12,
U564187982,2023,1,13,
U564187982,2023,1,14,
U564187982,2023,1,15,
U564187982,2023,1,16,
U564187982,2023,1,17,
U564187982,2023,1,18,
U564187982,2023,1,19,
U564187982,2023,1,20,
U564187982,2023,1,21,
U564187982,2023,1,22,
U564187982,2023,1,23,
U564187982,2023,1,24,
U564187982,2023,1,25,
U564187982,2023,1,26,
U564187982,2023,1,27,
U564187982,2023,1,28,
U564187982,2023,1,29,
U564187982,2023,1,30,
U564187982,2023,1,31,
U564187982,2023,2,1,
U564187982,2023,2,2,
U564187982,2023,2,3,
U564187982,2023,2,4,
U564187982,2023,2,5,
U564187982,2023,2,6,
U564187982,2023,2,7,
U564187982,2023,2,8,
U564187982,2023,2,9,
U564187982,2023,2,10,
U564187982,2023,2,11,
U564187982,2023,2,12,
U564187982,2023,2,13,
U564187982,2023,2,14,
U564187982,2023,2,15,
U564187982,2023,2,16,
U564187982,2023,2,17,
U564187982,2023,2,18,
U564187982,2023,2,19,
U564187982,2023,2,20,
U564187982,2023,2,21,
U564187982,2023,2,22,
U564187982,2023,2,23,
U564187982,2023,2,24,
U564187982,2023,2,25,
U564187982,2023,2,26,
U564187982,2023,2,27,
U564187982,2023,2,28,
U564187982,2023,3,1,
U564187982,2023,3,2,
U564187982,2023,3,3,
U564187982,2023,3,4,
U564187982,2023,3,5,
U564187982,2023,3,6,
U564187982,2023,3,7,
U564187982,2023,3,8,
U564187982,2023,3,9,
U564187982,2023,3,10,
U564187982,2023,3,11,
U564187982,2023,3,12,
U564187982,2023,3,13,
U564187982,2023,3,14,
U564187982,2023,3,15,
U564187982,2023,3,16,
U564187982,2023,3,17,
U564187982,2023,3,18,
U564187982,2023,3,19,
U564187982,2023,3,20,
U564187982,2023,3,21,
U564187982,2023,3,22,
U564187982,2023,3,23,
U564187982,2023,3,24,
U564187982,2023,3,25,
U564187982,2023,3,26,
U564187982,2023,3,27,
U564187982,2023,3,28,
U564187982,2023,3,29,
U564187982,2023,3,30,
U564187982,2023,3,31,
sowgate walk 17,2023,1,1,
sowgate walk 17,2023,1,2,
sowgate walk 17,2023,1,3,
sowgate walk 17,2023,1,4,
sowgate walk 17,2023,1,5,
sowgate walk 17,2023,1,6,
sowgate walk 17,2023,1,7,
sowgate walk 17,2023,1,8,3.5
sowgate walk 17,2023,1,9,
sowgate walk 17,2023,1,10,
sowgate walk 17,2023,1,11,
sowgate walk 17,2023,1,12,
sowgate walk 17,2023,1,13,
sowgate walk 17,2023,1,14,3.5
sowgate walk 17,2023,1,15,
sowgate walk 17,2023,1,16,
sowgate walk 17,2023,1,17,
sowgate walk 17,2023,1,18,
sowgate walk 17,2023,1,19,
sowgate walk 17,2023,1,20,
sowgate walk 17,2023,1,21,
sowgate walk 17,2023,1,22,
sowgate walk 17,2023,1,23,
sowgate walk 17,2023,1,24,
sowgate walk 17,2023,1,25,
sowgate walk 17,2023,1,26,
sowgate walk 17,2023,1,27,
sowgate walk 17,2023,1,28,
sowgate walk 17,2023,1,29,
sowgate walk 17,2023,1,30,
sowgate walk 17,2023,1,31,
sowgate walk 17,2023,2,1,
sowgate walk 17,2023,2,2,
sowgate walk 17,2023,2,3,
sowgate walk 17,2023,2,4,
sowgate walk 17,2023,2,5,
sowgate walk 17,2023,2,6,
sowgate walk 17,2023,2,7,
sowgate walk 17,2023,2,8,
sowgate walk 17,2023,2,9,
sowgate walk 17,2023,2,10,
sowgate walk 17,2023,2,11,
sowgate walk 17,2023,2,12,
sowgate walk 17,2023,2,13,
sowgate walk 17,2023,2,14,
sowgate walk 17,2023,2,15,
sowgate walk 17,2023,2,16,
sowgate walk 17,2023,2,17,
sowgate walk 17,2023,2,18,
sowgate walk 17,2023,2,19,
sowgate walk 17,2023,2,20,
sowgate walk 17,2023,2,21,
sowgate walk 17,2023,2,22,
sowgate walk 17,2023,2,23,
sowgate walk 17,2023,2,24,
sowgate walk 17,2023,2,25,
sowgate walk 17,2023,2,26,
sowgate walk 17,2023,2,27,
sowgate walk 17,2023,2,28,
sowgate walk 17,2023,3,1,
sowgate walk 17,2023,3,2,
sowgate walk 17,2023,3,3,
sowgate walk 17,2023,3,4,
sowgate walk 17,2023,3,5,
sowgate walk 17,2023,3,6,
sowgate walk 17,2023,3,7,4.5
sowgate walk 17,2023,3,8,
sowgate walk 17,2023,3,9,
sowgate walk 17,2023,3,10,
sowgate walk 17,2023,3,11,
sowgate walk 17,2023,3,12,
sowgate walk 17,2023,3,13,
sowgate walk 17,2023,3,14,
sowgate walk 17,2023,3,15,
sowgate walk 17,2023,3,16,
sowgate walk 17,2023,3,17,
sowgate walk 17,2023,3,18,
sowgate walk 17,2023,3,19,
sowgate walk 17,2023,3,20,
sowgate walk 17,2023,3,21,
sowgate walk 17,2023,3,22,2.5
sowgate walk 17,2023,3,23,
sowgate walk 17,2023,3,24,
sowgate walk 17,2023,3,25,
sowgate walk 17,2023,3,26,
sowgate walk 17,2023,3,27,
sowgate walk 17,2023,3,28,
sowgate walk 17,2023,3,29,
sowgate walk 17,2023,3,30,
sowgate walk 17,2023,3,31,
U882661553,2023,1,1,
U882661553,2023,1,2,
U882661553,2023,1,3,
U882661553,2023,1,4,
U882661553,2023,1,5,
U882661553,2023,1,6,
U882661553,2023,1,7,
U882661553,2023,1,8,
U882661553,2023,1,9,
U882661553,2023,1,10,
U882661553,2023,1,11,
U882661553,2023,1,12,
U882661553,2023,1,13,
U882661553,2023,1,14,
U882661553,2023,1,15,
U882661553,2023,1,16,
U882661553,2023,1,17,
U882661553,2023,1,18,
U882661553,2023,1,19,
U882661553,2023,1,20,
U882661553,2023,1,21,
U882661553,2023,1,22,
U882661553,2023,1,23,
U882661553,2023,1,24,
U882661553,2023,1,25,
U882661553,2023,1,26,
U882661553,2023,1,27,
U882661553,2023,1,28,
U882661553,2023,1,29,
U882661553,2023,1,30,
U882661553,2023,1,31,
U882661553,2023,2,1,
U882661553,2023,2,2,
U882661553,2023,2,3,
U882661553,2023,2,4,
U882661553,2023,2,5,
U882661553,2023,2,6,
U882661553,2023,2,7,
U882661553,2023,2,8,
U882661553,2023,2,9,
U882661553,2023,2,10,
U882661553,2023,2,11,
U882661553,2023,2,12,
U882661553,2023,2,13,
U882661553,2023,2,14,
U882661553,2023,2,15,
U882661553,2023,2,16,
U882661553,2023,2,17,
U882661553,2023,2,18,
U882661553,2023,2,19,
U882661553,2023,2,20,
U882661553,2023,2,21,2.0
U882661553,2023,2,22,
U882661553,2023,2,23,
U882661553,2023,2,24,
U882661553,2023,2,25,
U882661553,2023,2,26,
U882661553,2023,2,27,
U882661553,2023,2,28,
U882661553,2023,3,1,
U882661553,2023,3,2,
U882661553,2023,3,3,
U882661553,2023,3,4,
U882661553,2023,3,5,
U882661553,2023,3,6,
U882661553,2023,3,7,
U882661553,2023,3,8,
U882661553,2023,3,9,
U882661553,2023,3,10,
U882661553,2023,3,11,
U882661553,2023,3,12,
U882661553,2023,3,13,
U882661553,2023,3,14,
U882661553,2023,3,15,
U882661553,2023,3,16,
U882661553,2023,3,17,
U882661553,2023,3,18,
U882661553,2023,3,19,
U882661553,2023,3,20,
U882661553,2023,3,21,
U882661553,2023,3,22,
U882661553,2023,3,23,1.0
U882661553,2023,3,24,
U882661553,2023,3,25,
U882661553,2023,3,26,
U882661553,2023,3,27,
U882661553,2023,3,28,
U882661553,2023,3,29,
U882661553,2023,3,30,
U882661553,2023,3,31,
U354490786,2023,1,1,
U354490786,2023,1,2,
U354490786,2023,1,3,
U354490786,2023,1,4,
U354490786,2023,1,5,
U354490786,2023,1,6,
U354490786,2023,1,7,
U354490786,2023,1,8,
U354490786,2023,1,9,
U354490786,2023,1,10,
U354490786,2023,1,11,
U354490786,2023,1,12,
U354490786,2023,1,13,
U354490786,2023,1,14,
U354490786,2023,1,15,
U354490786,2023,1,16,
U354490786,2023,1,17,
U354490786,2023,1,18,
U354490786,2023,1,19,
U354490786,2023,1,20,
U354490786,2023,1,21,
U354490786,2023,1,22,
U354490786,2023,1,23,
U354490786,2023,1,24,
U354490786,2023,1,25,
U354490786,2023,1,26,
U354490786,2023,1,27,4.5
U354490786,2023,1,28,
U354490786,2023,1,29,
U354490786,2023,1,30,
U354490786,2023,1,31,
U354490786,2023,2,1,
U354490786,2023,2,2,
U354490786,2023,2,3,
U354490786,2023,2,4,
U354490786,2023,2,5,
U354490786,2023,2,6,
U354490786,2023,2,7,
U354490786,2023,2,8,
U354490786,2023,2,9,
U354490786,2023,2,10,
U354490786,2023,2,11,
U354490786,2023,2,12,
U354490786,2023,2,13,
U354490786,2023,2,14,
U354490786,2023,2,15,
U354490786,2023,2,16,
U354490786,2023,2,17,
U354490786,2023,2,18,
U354490786,2023,2,19,
U354490786,2023,2,20,
U354490786,2023,2,21,
U354490786,2023,2,22,
U354490786,2023,2,23,
U354490786,2023,2,24,
U354490786,2023,2,25,
U354490786,2023,2,26,
U354490786,2023,2,27,
U354490786,2023,2,28,
U354490786,2023,3,1,
U354490786,2023,3,2,
U354490786,2023,3,3,
U354490786,2023,3,4,
U354490786,2023,3,5,
U354490786,2023,3,6,
U354490786,2023,3,7,
U354490786,2023,3,8,
U354490786,2023,3,9,
U354490786,2023,3,10,
U354490786,2023,3,11,
U354490786,2023,3,12,
U354490786,2023,3,13,
U354490786,2023,3,14,3.5
U354490786,2023,3,15,
U354490786,2023,3,16,
U354490786,2023,3,17,
U354490786,2023,3,18,
U354490786,2023,3,19,
U354490786,2023,3,20,
U354490786,2023,3,21,
U354490786,2023,3,22,
U354490786,2023,3,23,
U354490786,2023,3,24,
U354490786,2023,3,25,
U354490786,2023,3,26,
U354490786,2023,3,27,
U354490786,2023,3,28,3.5
U354490786,2023,3,29,
U354490786,2023,3,30,
U354490786,2023,3,31,
U1641392,2023,1,1,
U1641392,2023,1,2,
U1641392,2023,1,3,
U1641392,2023,1,4,
U1641392,2023,1,5,
U1641392,2023,1,6,
U1641392,2023,1,7,
U1641392,2023,1,8,
U1641392,2023,1,9,
U1641392,2023,1,10,
U1641392,2023,1,11,
U1641392,2023,1,12,
U1641392,2023,1,13,
U1641392,2023,1,14,
U1641392,2023,1,15,
U1641392,2023,1,16,
U1641392,2023,1,17,
U1641392,2023,1,18,
U1641392,2023,1,19,1.5
U1641392,2023,1,20,
U1641392,2023,1,21,
U1641392,2023,1,22,
U1641392,2023,1,23,
U1641392,2023,1,24,
U1641392,2023,1,25,
U1641392,2023,1,26,
U1641392,2023,1,27,
U1641392,2023,1,28,
U1641392,2023,1,29,
U1641392,2023,1,30,
U1641392,2023,1,31,
U1641392,2023,2,1,
U1641392,2023,2,2,
U1641392,2023,2,3,
U1641392,2023,2,4,
U1641392,2023,2,5,
U1641392,2023,2,6,
U1641392,2023,2,7,
U1641392,2023,2,8,
U1641392,2023,2,9,
U1641392,2023,2,10,
U1641392,2023,2,11,
U1641392,2023,2,12,
U1641392,2023,2,13,
U1641392,2023,2,14,
U1641392,2023,2,15,
U1641392,2023,2,16,
U1641392,2023,2,17,
U1641392,2023,2,18,
U1641392,2023,2,19,
U1641392,2023,2,20,
U1641392,2023,2,21,2.5
U1641392,2023,2,22,
U1641392,2023,2,23,
U1641392,2023,2,24,
U1641392,2023,2,25,
U1641392,2023,2,26,
U1641392,2023,2,27,
U1641392,2023,2,28,
U1641392,2023,3,1,
U1641392,2023,3,2,
U1641392,2023,3,3,
U1641392,2023,3,4,
U1641392,2023,3,5,
U1641392,2023,3,6,
U1641392,2023,3,7,
U1641392,2023,3,8,
U1641392,2023,3,9,
U1641392,2023,3,10,
U1641392,2023,3,11,
U1641392,2023,3,12,
U1641392,2023,3,13,
U1641392,2023,3,14,
U1641392,2023,3,15,
U1641392,2023,3,16,
U1641392,2023,3,17,
U1641392,2023,3,18,
U1641392,2023,3,19,
U1641392,2023,3,20,
U1641392,2023,3,21,
U1641392,2023,3,22,
U1641392,2023,3,23,
U1641392,2023,3,24,
U1641392,2023,3,25,
U1641392,2023,3,26,
U1641392,2023,3,27,
U1641392,2023,3,28,
U1641392,2023,3,29,
U1641392,2023,3,30,
U1641392,2023,3,31,
U954179688,2023,1,1,
U954179688,2023,1,2,
U954179688,2023,1,3,
U954179688,2023,1,4,
U954179688,2023,1,5,
U954179688,2023,1,6,
U954179688,2023,1,7,
U954179688,2023,1,8,
U954179688,2023,1,9,
U954179688,2023,1,10,
U954179688,2023,1,11,
U954179688,2023,1,12,
U954179688,2023,1,13,
U954179688,2023,1,14,
U954179688,2023,1,15,
U954179688,2023,1,16,
U954179688,2023,1,17,
U954179688,2023,1,18,
U954179688,2023,1,19,
U954179688,2023,1,20,
U954179688,2023,1,21,
U954179688,2023,1,22,
U954179688,2023,1,23,
U954179688,2023,1,24,
U954179688,2023,1,25,
U954179688,2023,1,26,
U954179688,2023,1,27,
U954179688,2023,1,28,
U954179688,2023,1,29,
U954179688,2023,1,30,
U954179688,2023,1,31,
U954179688,2023,2,1,
U954179688,2023,2,2,
U954179688,2023,2,3,
U954179688,2023,2,4,
U954179688,2023,2,5,
U954179688,2023,2,6,
U954179688,2023,2,7,
U954179688,2023,2,8,
U954179688,2023,2,9,
U954179688,2023,2,10,
U954179688,2023,2,11,
U954179688,2023,2,12,
U954179688,2023,2,13,
U954179688,2023,2,14,
U954179688,2023,2,15,
U954179688,2023,2,16,
U954179688,2023,2,17,
U954179688,2023,2,18,
U954179688,2023,2,19,
U954179688,2023,2,20,
U954179688,2023,2,21,
U954179688,2023,2,22,
U954179688,2023,2,23,
U954179688,2023,2,24,
U954179688,2023,2,25,
U954179688,2023,2,26,
U954179688,2023,2,27,
U954179688,2023,2,28,
U954179688,2023,3,1,
U954179688,2023,3,2,
U954179688,2023,3,3,
U954179688,2023,3,4,
U954179688,2023,3,5,
U954179688,2023,3,6,
U954179688,2023,3,7,
U954179688,2023,3,8,
U954179688,2023,3,9,
U954179688,2023,3,10,
U954179688,2023,3,11,
U954179688,2023,3,12,3.5
U954179688,2023,3,13,
U954179688,2023,3,14,
U954179688,2023,3,15,
U954179688,2023,3,16,
U954179688,2023,3,17,
U954179688,2023,3,18,
U954179688,2023,3,19,
U954179688,2023,3,20,
U954179688,2023,3,21,
U954179688,2023,3,22,
U954179688,2023,3,23,
U954179688,2023,3,24,4.0
U954179688,2023,3,25,
U954179688,2023,3,26,
U954179688,2023,3,27,
U954179688,2023,3,28,
U954179688,2023,3,29,
U954179688,2023,3,30,
U954179688,2023,3,31,
U3713136,2023,1,1,
U3713136,2023,1,2,
U3713136,2023,1,3,
U3713136,2023,1,4,
U3713136,2023,1,5,
U3713136,2023,1,6,
U3713136,2023,1,7,
U3713136,2023,1,8,
U3713136,2023,1,9,
U3713136,2023,1,10,
U3713136,2023,1,11,
U3713136,2023,1,12,
U3713136,2023,1,13,
U3713136,2023,1,14,
U3713136,2023,1,15,
U3713136,2023,1,16,
U3713136,2023,1,17,
U3713136,2023,1,18,
U3713136,2023,1,19,
U3713136,2023,1,20,
U3713136,2023,1,21,
U3713136,2023,1,22,
U3713136,2023,1,23,
U3713136,2023,1,24,
U3713136,2023,1,25,
U3713136,2023,1,26,
U3713136,2023,1,27,
U3713136,2023,1,28,
U3713136,2023,1,29,
U3713136,2023,1,30,
U3713136,2023,1,31,
U3713136,2023,2,1,
U3713136,2023,2,2,
U3713136,2023,2,3,
U3713136,2023,2,4,
U3713136,2023,2,5,
U3713136,2023,2,6,
U3713136,2023,2,7,
U3713136,2023,2,8,
U3713136,2023,2,9,
U3713136,2023,2,10,
U3713136,2023,2,11,
U3713136,2023,2,12,
U3713136,2023,2,13,
U3713136,2023,2,14,
U3713136,2023,2,15,5.0
U3713136,2023,2,16,
U3713136,2023,2,17,
U3713136,2023,2,18,
U3713136,2023,2,19,
U3713136,2023,2,20,
U3713136,2023,2,21,
U3713136,2023,2,22,
U3713136,2023,2,23,
U3713136,2023,2,24,
U3713136,2023,2,25,
U3713136,2023,2,26,
U3713136,2023,2,27,
U3713136,2023,2,28,
U3713136,2023,3,1,
U3713136,2023,3,2,
U3713136,2023,3,3,
U3713136,2023,3,4,
U3713136,2023,3,5,
U3713136,2023,3,6,
U3713136,2023,3,7,
U3713136,2023,3,8,
U3713136,2023,3,9,
U3713136,2023,3,10,
U3713136,2023,3,11,
U3713136,2023,3,12,
U3713136,2023,3,13,
U3713136,2023,3,14,
U3713136,2023,3,15,
U3713136,2023,3,16,
U3713136,2023,3,17,
U3713136,2023,3,18,
U3713136,2023,3,19,
U3713136,2023,3,20,
U3713136,2023,3,21,
U3713136,2023,3,22,
U3713136,2023,3,23,
U3713136,2023,3,24,
U3713136,2023,3,25,
U3713136,2023,3,26,
U3713136,2023,3,27,
U3713136,2023,3,28,
U3713136,2023,3,29,
U3713136,2023,3,30,
U3713136,2023,3,31,
78 thornhaven avenue,2023,1,1,
78 thornhaven avenue,2023,1,2,
78 thornhaven avenue,2023,1,3,
78 thornhaven avenue,2023,1,4,
78 thornhaven avenue,2023,1,5,
78 thornhaven avenue,2023,1,6,
78 thornhaven avenue,2023,1,7,
78 thornhaven avenue,2023,1,8,
78 thornhaven avenue,2023,1,9,
78 thornhaven avenue,2023,1,10,
78 thornhaven avenue,2023,1,11,
78 thornhaven avenue,2023,1,12,
78 thornhaven avenue,2023,1,13,
78 thornhaven avenue,2023,1,14,
78 thornhaven avenue,2023,1,15,
78 thornhaven avenue,2023,1,16,
78 thornhaven avenue,2023,1,17,
78 thornhaven avenue,2023,1,18,
78 thornhaven avenue,2023,1,19,
78 thornhaven avenue,2023,1,20,
78 thornhaven avenue,2023,1,21,
78 thornhaven avenue,2023,1,22,
78 thornhaven avenue,2023,1,23,2.0
78 thornhaven avenue,2023,1,24,
78 thornhaven avenue,2023,1,25,
78 thornhaven avenue,2023,1,26,
78 thornhaven avenue,2023,1,27,
78 thornhaven avenue,2023,1,28,
78 thornhaven avenue,2023,1,29,
78 thornhaven avenue,2023,1,30,
78 thornhaven avenue,2023,1,31,
78 thornhaven avenue,2023,2,1,
78 thornhaven avenue,2023,2,2,
78 thornhaven avenue,2023,2,3,
78 thornhaven avenue,2023,2,4,
78 thornhaven avenue,2023,2,5,
78 thornhaven avenue,2023,2,6,
78 thornhaven avenue,2023,2,7,
78 thornhaven avenue,2023,2,8,
78 thornhaven avenue,2023,2,9,
78 thornhaven avenue,2023,2,10,
78 thornhaven avenue,2023,2,11,
78 thornhaven avenue,2023,2,12,
78 thornhaven avenue,2023,2,13,
78 thornhaven avenue,2023,2,14,
78 thornhaven avenue,2023,2,15,
78 thornhaven avenue,2023,2,16,
78 thornhaven avenue,2023,2,17,
78 thornhaven avenue,2023,2,18,
78 thornhaven avenue,2023,2,19,
78 thornhaven avenue,2023,2,20,
78 thornhaven avenue,2023,2,21,
78 thornhaven avenue,2023,2,22,
78 thornhaven avenue,2023,2,23,
78 thornhaven avenue,2023,2,24,
78 thornhaven avenue,2023,2,25,
78 thornhaven avenue,2023,2,26,
78 thornhaven avenue,2023,2,27,
78 thornhaven avenue,2023,2,28,
78 thornhaven avenue,2023,3,1,
78 thornhaven avenue,2023,3,2,
78 thornhaven avenue,2023,3,3,1.5
78 thornhaven avenue,2023,3,4,
78 thornhaven avenue,2023,3,5,
78 thornhaven avenue,2023,3,6,
